X
8.65
7.64
14.27
6.68
9.38
6.92
9.41
50.98
4.81
9.66
28.0
10.81
7.64
9.65
7.49
7.3
14.92
5.16
8.95
8.75
8.66
9.81
9.79
8.72
10.61
10.68
30.5
9.73
9.0
6.7
11.21
10.58
6.74
5.81
6.61
7.83
8.68
6.78
9.03
9.28
30.0
5.16
8.72
8.01
5.73
7.92
7.1
10.91
8.7
11.21
6.55
8.45
9.41
9.31
9.8
6.31
11.66
10.84
10.61
5.82
11.66
10.27
50.02
5.65
9.81
8.5
7.69
9.13
5.16
19.0
10.84
8.71
9.31
51.3
7.72
9.43
7.95
6.57
10.88
3.9
8.63
7.92
6.45
6.45
9.67
13.52
12.22
7.52
11.3
10.25
7.5
9.41
8.73
7.55
8.87
9.43
10.3
8.87
6.63
6.45
12.53
7.93
6.72
8.78
13.95
9.28
11.31
9.66
5.72
10.26
30.0
7.28
8.79
9.83
15.0
9.13
11.48
9.67
10.66
8.45
10.79
11.9
9.18
10.6
8.73
7.21
10.56
9.35
9.49
9.31
5.02
8.89
18.25
16.0
9.47
7.06
7.13
13.68
10.29
7.53
9.39
7.25
8.33
10.84
14.64
6.52
6.57
7.97
9.32
14.42
8.5
9.98
9.65
8.43
13.73
11.66
6.25
6.92
8.41
4.7
13.13
20.0
10.16
5.89
10.17
8.01
10.32
9.9
5.82
9.47
8.67
12.64
13.7
10.17
6.25
10.54
9.36
6.85
15.16
10.07
9.64
11.34
6.34
14.78
8.72
10.74
9.88
9.4
7.9
11.14
6.13
8.45
10.47
10.15
6.78
6.51
9.27
8.71
7.83
8.32
20.0
9.91
10.27
9.27
5.07
11.88
9.76
6.41
6.48
4.93
9.79
7.08
6.23
6.42
8.41
7.34
7.1
13.4
12.32
18.57
9.92
9.0
13.68
11.21
8.2
7.06
9.06
10.81
6.66
9.13
9.93
12.08
9.39
9.33
9.59
6.83
9.06
6.29
8.95
4.86
10.16
8.49
10.94
10.59
9.39
4.19
9.29
9.27
6.87
14.64
13.37
6.77
4.75
9.24
7.28
6.02
7.59
8.5
10.51
5.53
9.57
10.54
6.0
13.69
23.87
7.28
4.44
6.39
13.76
8.48
4.92
8.32
6.41
10.84
9.91
8.78
20.0
8.42
10.57
8.29
7.93
8.1
11.46
9.36
8.1
9.46
11.75
6.54
13.95
7.91
7.62
10.61
11.23
5.53
7.0
11.88
9.04
10.65
13.73
6.92
6.34
50.0
8.18
9.39
7.23
7.1
10.71
7.85
8.3
6.14
12.93
8.13
8.63
13.95
10.63
11.84
7.68
11.02
7.02
7.06
7.53
8.43
7.25
8.45
9.97
15.0
7.99
10.8
12.96
8.75
10.32
9.89
10.04
9.07
8.51
7.58
3.79
8.16
10.8
6.02
6.52
6.52
10.29
8.91
7.53
6.45
7.15
5.36
6.48
6.02
5.17
8.48
9.94
8.22
7.71
9.86
25.0
6.16
4.68
6.78
10.02
9.68
10.2
7.72
6.86
5.7
20.0
9.41
6.92
5.17
11.07
6.54
10.04
8.67
6.33
13.1
9.54
8.03
7.32
10.01
5.82
5.0
9.98
8.81
14.15
7.7
8.81
6.09
8.39
8.61
5.03
9.54
9.6
8.46
9.8
8.83
10.85
6.87
7.12
8.89
5.16
9.55
7.25
5.74
6.52
6.75
8.22
8.97
8.6
8.71
10.47
4.3
9.82
14.03
7.71
9.36
8.56
5.2
9.55
6.46
7.1
8.35
5.12
5.66
9.71
11.69
7.79
7.08
12.05
6.32
13.73
6.11
6.73
4.44
13.0
7.71
8.65
6.78
4.53
8.66
9.54
13.65
8.08
10.36
9.85
10.58
8.35
8.68
9.68
7.11
7.83
6.64
8.52
7.86
8.61
11.12
5.09
7.33
11.14
5.4
8.02
10.42
11.1
7.86
8.56
7.02
7.92
9.18
8.29
6.52
7.1
9.11
11.01
8.37
9.88
7.02
6.55
10.68
9.65
5.19
5.81
11.76
11.03
9.06
7.26
12.59
8.89
7.76
14.0
8.74
10.56
5.77
10.54
10.45
10.83
6.85
7.47
13.12
7.66
7.33
10.25
12.59
6.51
8.61
9.08
5.46
8.68
7.75
30.81
6.33
7.99
8.35
7.33
7.11
6.16
10.27
9.23
8.8
9.34
11.8
8.15
6.16
7.99
50.0
10.75
13.68
6.66
6.67
10.14
6.82
10.24
8.53
6.79
8.64
9.84
48.01
7.55
6.02
10.84
10.7
6.31
6.42
6.25
11.44
7.93
7.1
8.8
9.7
8.09
14.15
10.81
9.7
6.66
11.18
9.42
6.87
6.87
6.61
7.43
8.94
8.41
9.7
7.97
6.92
13.05
8.76
9.02
7.53
12.08
9.53
8.76
20.0
5.25
7.68
7.3
16.33
7.04
6.88
8.16
5.4
11.69
9.96
7.82
7.84
8.5
20.0
8.32
7.89
9.14
7.36
10.49
10.48
10.43
13.72
7.53
11.0
8.88
4.5
9.0
9.38
8.25
6.55
8.72
12.53
14.15
7.52
5.75
10.47
10.37
4.72
4.56
7.84
14.29
8.36
7.13
6.26
6.87
7.09
10.81
6.86
9.0
11.8
9.27
4.44
6.51
8.92
12.59
7.83
6.77
7.1
11.13
5.46
5.03
10.7
13.69
8.57
7.78
10.07
11.38
9.68
9.98
6.92
10.01
5.41
10.79
6.94
14.03
10.25
10.93
13.61
10.6
10.61
8.12
18.25
7.52
9.42
10.12
13.18
11.41
11.55
6.5
9.1
8.44
8.0
9.18
7.37
10.7
9.55
6.25
5.16
11.09
14.3
13.69
11.06
9.55
7.77
9.76
6.57
30.0
9.0
11.83
9.03
9.18
8.53
4.56
8.81
8.41
8.46
9.17
7.69
13.95
8.82
11.4
6.92
10.04
10.47
13.73
6.83
8.72
8.9
11.76
12.59
10.21
17.43
20.06
7.3
9.02
6.16
7.3
7.6
13.68
7.72
6.62
10.05
7.7
4.12
13.8
6.95
6.78
5.0
8.58
9.78
7.67
9.61
9.39
9.42
11.71
8.81
11.44
6.89
10.37
7.25
8.67
8.46
9.0
6.65
5.12
6.02
11.06
6.02
7.35
10.09
99.99
5.53
5.75
9.94
9.32
10.81
8.8
7.93
12.57
6.78
11.69
7.84
6.77
5.72
6.13
7.27
7.76
8.63
10.4
10.32
11.14
10.87
9.07
8.94
8.83
7.7
10.54
7.23
9.54
7.25
10.65
13.68
9.88
9.65
8.41
8.36
11.1
9.4
8.73
6.78
5.17
10.54
6.92
8.1
5.09
7.37
8.23
50.02
5.07
7.13
7.13
6.16
7.12
9.04
8.25
6.31
6.82
10.15
9.55
7.93
11.19
8.71
6.41
7.9
50.0
11.15
25.02
6.52
9.61
7.56
11.81
10.09
10.4
8.63
10.71
11.01
9.06
8.83
9.86
10.46
10.56
9.69
10.06
6.54
7.55
12.0
8.89
9.87
8.82
14.64
9.39
11.21
5.23
11.17
5.53
8.36
7.53
6.82
9.65
6.57
10.56
8.2
9.67
8.46
6.63
5.08
8.2
7.74
11.54
7.71
8.79
8.6
8.54
6.35
9.5
10.54
7.25
4.77
5.81
10.89
6.83
7.78
9.57
8.5
9.45
8.7
7.48
8.76
13.95
12.0
5.69
9.99
9.0
8.77
7.85
9.19
15.0
11.28
10.04
9.85
10.11
8.2
7.25
5.16
10.09
12.65
10.63
6.68
7.92
9.99
12.98
10.3
9.51
5.16
11.19
7.3
9.19
13.8
8.0
7.58
11.09
6.16
6.56
11.91
8.08
8.63
9.55
6.86
11.2
6.3
8.98
7.08
6.6
24.18
11.77
11.91
5.09
10.09
9.28
10.56
6.76
10.29
12.59
7.53
8.82
13.81
8.56
8.71
6.68
10.47
7.56
5.85
11.31
6.82
8.74
12.99
13.73
11.02
6.93
8.82
8.71
6.75
5.61
11.01
6.5
9.0
10.67
14.43
12.37
8.72
10.75
9.61
8.42
11.56
13.81
8.78
8.39
8.39
10.09
13.95
14.73
8.51
6.46
10.7
13.81
9.42
8.49
10.46
7.21
10.0
8.4
13.51
8.39
13.02
9.72
6.47
8.62
5.75
9.13
10.76
7.15
11.01
12.59
10.27
8.33
5.19
10.63
13.5
20.0
8.68
10.52
7.23
7.7
7.7
8.01
9.86
8.72
6.0
7.54
10.34
10.17
10.06
6.54
8.2
9.88
7.35
4.58
6.72
12.57
6.59
7.25
9.98
10.7
9.31
13.8
7.17
27.84
9.55
8.13
5.75
5.74
11.34
11.25
7.54
13.61
6.48
7.29
8.81
7.16
10.27
11.8
7.11
11.09
10.38
7.3
9.26
39.99
5.71
9.34
10.49
13.68
10.13
11.46
5.75
7.05
7.87
8.92
8.33
6.29
7.1
11.16
8.52
9.3
6.44
11.3
7.3
7.13
5.61
9.0
8.74
7.34
9.0
14.45
7.57
7.55
11.14
11.14
7.35
6.68
9.13
99.0
9.88
10.37
6.02
8.32
8.1
9.22
7.9
13.81
9.32
6.54
9.86
5.61
6.69
13.68
9.98
9.79
10.61
5.99
7.83
8.18
9.74
50.0
9.23
9.2
5.9
6.76
9.97
11.2
5.05
7.16
4.88
7.93
9.14
9.75
8.75
6.31
7.57
11.91
10.7
7.88
6.72
7.97
7.36
12.0
100.02
5.18
8.84
8.59
8.6
11.09
6.59
8.38
9.7
10.37
5.94
7.68
8.77
10.2
4.0
7.58
13.33
9.65
6.45
10.11
8.32
5.74
8.92
6.5
6.38
10.66
8.65
14.03
10.25
10.15
18.5
7.29
11.36
13.68
7.43
9.5
7.12
8.08
10.12
11.14
9.82
6.48
9.24
5.94
5.53
7.25
11.33
8.05
8.31
10.23
10.57
8.32
13.02
11.16
10.54
8.36
14.81
9.16
10.55
6.66
7.14
15.41
11.46
10.77
6.59
13.68
8.76
8.28
8.56
6.5
10.05
7.16
5.4
8.06
8.76
8.6
8.54
9.27
8.51
7.93
8.95
13.85
9.91
4.59
8.1
7.84
8.77
7.79
8.23
30.0
10.62
9.4
10.98
6.8
7.29
7.04
6.31
11.38
6.32
8.14
7.77
12.44
5.89
6.37
6.49
7.91
7.84
7.93
6.79
9.12
12.27
6.5
7.89
5.98
8.53
11.38
6.05
12.53
9.52
6.42
11.14
