predicted,test
13.531362712763322,10.5
7.442365705469789,9.12
6.847809030818327,6.31
55.88523590657188,15.23
8.314800529814553,8.92
8.94238959906055,8.72
7.729044751571885,7.7
7.471160287870616,10.04
10.33906783079624,13.73
8.0875827440554,10.11
8.314800529814553,9.0
6.847809030818327,7.93
11.80547562842682,12.77
8.314800529814553,7.77
8.65372295317867,8.94
13.07526226328407,13.32
10.33906783079624,13.73
11.952130149997286,13.81
7.928973166162874,7.93
